gene_name,BP,CC,MF
GABRA6,"['GO:0007214', 'GO:0007165', 'GO:1904862', 'GO:0051932', 'GO:1902476']","['GO:0099634', 'GO:0034707', 'GO:1902711', 'GO:0005886', 'GO:0099192', 'GO:0098794', 'GO:0032590']","['GO:0004890', 'GO:1904315', 'GO:0022851', 'GO:0008503']"
GAPDH,"['GO:0050832', 'GO:0016241', 'GO:0071346', 'GO:0031640', 'GO:0050821', 'GO:0006096', 'GO:0001819', 'GO:0010951', 'GO:0043123', 'GO:0032481', 'GO:0017148', 'GO:0061621', 'GO:0000226', 'GO:0061844', 'GO:0051402', 'GO:0035606']","['GO:1990904', 'GO:0031982', 'GO:0005829', 'GO:0015630', 'GO:0070062', 'GO:0031965', 'GO:0005737', 'GO:0005634', 'GO:0097452', 'GO:0005886', 'GO:0016020', 'GO:0048471', 'GO:0005811']","['GO:0051287', 'GO:0008017', 'GO:0019828', 'GO:0004365', 'GO:0050661', 'GO:0042802', 'GO:0097718', 'GO:0035605']"
GART,"['GO:0006164', 'GO:0003360', 'GO:0097294', 'GO:0021549', 'GO:0009168', 'GO:0044208', 'GO:0006189', 'GO:0021987', 'GO:0006177', 'GO:0046084']","['GO:0005829', 'GO:0070062']","['GO:0046872', 'GO:0004637', 'GO:0004644', 'GO:0004641', 'GO:0005524']"
GCG,"['GO:0007188', 'GO:0090280', 'GO:0006094', 'GO:0070374', 'GO:0043066', 'GO:0014823', 'GO:0007631', 'GO:1900118', 'GO:0007189', 'GO:0042593', 'GO:0035774', 'GO:0071377', 'GO:0007186', 'GO:0050796', 'GO:0045722', 'GO:0032024']","['GO:0005576', 'GO:0034774', 'GO:0005886', 'GO:0005788']","['GO:0048018', 'GO:0005102', 'GO:0031769', 'GO:0042802', 'GO:0005179']"
GCK,"['GO:0009749', 'GO:0045087', 'GO:0006096', 'GO:0035556', 'GO:0045721', 'GO:0044320', 'GO:0006006', 'GO:0070509', 'GO:0006007', 'GO:0046330', 'GO:0032869', 'GO:0001678', 'GO:0042593', 'GO:0006955', 'GO:0061621', 'GO:0051156', 'GO:0007254', 'GO:0043507', 'GO:0006903', 'GO:0006468', 'GO:0006110', 'GO:0050796', 'GO:0043266', 'GO:0045725', 'GO:0032024', 'GO:0006739']","['GO:0005829', 'GO:0005737', 'GO:0016323', 'GO:0005739', 'GO:0000139', 'GO:0005654']","['GO:0008349', 'GO:0106310', 'GO:0005524', 'GO:0031435', 'GO:0019158', 'GO:0005536', 'GO:0004340', 'GO:0004674', 'GO:0008865', 'GO:0141089']"
GGPS1,"['GO:0033386', 'GO:0033384', 'GO:0008299', 'GO:0006720', 'GO:0045337']","['GO:0005654', 'GO:0030018', 'GO:0005737', 'GO:0005829', 'GO:0048471']","['GO:0004161', 'GO:0042802', 'GO:0046872', 'GO:0004311', 'GO:0004337']"
GJD3,"['GO:1903780', 'GO:0016264', 'GO:0010459', 'GO:0009749', 'GO:0007267', 'GO:0007154']","['GO:0009986', 'GO:0005922', 'GO:0005886']","['GO:0086077', 'GO:0005216']"
GLUL,"['GO:0009749', 'GO:0008283', 'GO:0010594', 'GO:1904749', 'GO:0042254', 'GO:0045648', 'GO:0001525', 'GO:0006538', 'GO:0097275', 'GO:0018345', 'GO:0009267', 'GO:1903670']","['GO:0044297', 'GO:0005829', 'GO:0070062', 'GO:0005737', 'GO:0005634', 'GO:0005739', 'GO:0005886', 'GO:0097386']","['GO:0005524', 'GO:0019706', 'GO:0042802', 'GO:0046872', 'GO:0004356']"
GOT1,"['GO:0097054', 'GO:0006531', 'GO:0046686', 'GO:0055089', 'GO:0032966', 'GO:0051902', 'GO:0006094', 'GO:0071260', 'GO:0006533', 'GO:1990267', 'GO:0006536', 'GO:0060290', 'GO:0007219', 'GO:0006107', 'GO:0032869', 'GO:0006532', 'GO:0043490', 'GO:0051481', 'GO:0035902', 'GO:0006103', 'GO:0030511', 'GO:0006114', 'GO:0009743', 'GO:0051384']","['GO:0005829', 'GO:0070062', 'GO:0043679', 'GO:0005737', 'GO:0005634']","['GO:0047801', 'GO:0120554', 'GO:0004069', 'GO:0030170', 'GO:0031406', 'GO:0004609']"
GOT2,"['GO:0006531', 'GO:0006533', 'GO:0045471', 'GO:0006536', 'GO:0019470', 'GO:0006107', 'GO:0006532', 'GO:0043490', 'GO:0006103', 'GO:0015908']","['GO:0005759', 'GO:0070062', 'GO:0005739', 'GO:0005886']","['GO:0016212', 'GO:0003723', 'GO:0004069', 'GO:0030170']"
GPAM,"['GO:0009749', 'GO:0055089', 'GO:0055091', 'GO:0040018', 'GO:0006631', 'GO:0006924', 'GO:0051607', 'GO:0016024', 'GO:0006637', 'GO:0019432', 'GO:0006650', 'GO:0006654', 'GO:0070236', 'GO:0042104', 'GO:0006655', 'GO:0001817', 'GO:0006651', 'GO:0050798']","['GO:0005739', 'GO:0005741', 'GO:0005886']",['GO:0004366']
GPR114,"['GO:0007186', 'GO:0007166', 'GO:0007189']","['GO:0005886', 'GO:0016020']",['GO:0004930']
GPR17,"['GO:0048709', 'GO:0007186', 'GO:0002862']",['GO:0005886'],"['GO:0033612', 'GO:0004950', 'GO:0004930']"
GPT,['GO:0042853'],"['GO:0005829', 'GO:0070062']","['GO:0030170', 'GO:0004021']"
GPT2,"['GO:0006103', 'GO:0042853']","['GO:0005739', 'GO:0005759']","['GO:0030170', 'GO:0004021']"
GPX2,['GO:0006979'],"['GO:0045171', 'GO:0005737', 'GO:0005829', 'GO:0072686']","['GO:0004602', 'GO:0009055', 'GO:0047066']"
GPX3,"['GO:0006982', 'GO:0042744']","['GO:0005576', 'GO:0070062']","['GO:0042802', 'GO:0008430', 'GO:0004602']"
GPX4,"['GO:0051258', 'GO:0110076', 'GO:0007283', 'GO:0035264', 'GO:0021549', 'GO:0019369', 'GO:0006325', 'GO:0016358', 'GO:0019372', 'GO:0006979', 'GO:0032355', 'GO:0042759', 'GO:0006644', 'GO:0006915', 'GO:0032496']","['GO:0032991', 'GO:0005829', 'GO:0070062', 'GO:0005634', 'GO:0005635', 'GO:0005739']","['GO:0008430', 'GO:0004602', 'GO:0042802', 'GO:0047066']"
GPX5,"['GO:0006629', 'GO:0034599']",['GO:0005576'],['GO:0004602']
GPX6,"['GO:0034599', 'GO:0006979']","['GO:0005576', 'GO:0005788', 'GO:0005783']","['GO:0004602', 'GO:0004096', 'GO:0004601']"
GPX7,['GO:0034599'],"['GO:0005576', 'GO:0005788', 'GO:0005783']","['GO:0004602', 'GO:0004096', 'GO:0004601']"
GPX8,['GO:0034599'],"['GO:0016020', 'GO:0005788']","['GO:0004602', 'GO:0004601']"
GSK3B,"['GO:0003170', 'GO:0097192', 'GO:0071109', 'GO:0010508', 'GO:0043161', 'GO:0090090', 'GO:0030336', 'GO:0097191', 'GO:0045597', 'GO:1901030', 'GO:0032007', 'GO:0006983', 'GO:0031333', 'GO:1903566', 'GO:1904646', 'GO:0106027', 'GO:0045719', 'GO:0010719', 'GO:0010975', 'GO:0001837', 'GO:0046777', 'GO:0006468', 'GO:1900034', 'GO:1900181', 'GO:0030011', 'GO:0010628', 'GO:1900271', 'GO:0071300', 'GO:2000740', 'GO:0046827', 'GO:1902042', 'GO:0032886', 'GO:0035556', 'GO:0010629', 'GO:0030010', 'GO:1904781', 'GO:0032092', 'GO:0031334', 'GO:0019082', 'GO:2000466', 'GO:0031398', 'GO:0070885', 'GO:0034976', 'GO:0031175', 'GO:0021766', 'GO:0160213', 'GO:0043066', 'GO:2000077', 'GO:0036016', 'GO:0001954', 'GO:0032481', 'GO:0032436', 'GO:0048814', 'GO:0007623', 'GO:0045732', 'GO:0008286', 'GO:0016055', 'GO:0070507', 'GO:0150101', 'GO:0060070', 'GO:0043525', 'GO:0050770', 'GO:1903940', 'GO:0042752', 'GO:0099171', 'GO:0030516', 'GO:0060079', 'GO:0030154', 'GO:0005977', 'GO:0045724', 'GO:0007005', 'GO:0046825', 'GO:1904339', 'GO:0045668', 'GO:0018105']","['GO:0005813', 'GO:0030424', 'GO:0005886', 'GO:1990909', 'GO:0005634', 'GO:0098793', 'GO:0030425', 'GO:0098978', 'GO:0005829', 'GO:0005737', 'GO:0005739', 'GO:0098794', 'GO:0005654', 'GO:0030877']","['GO:0004672', 'GO:0048156', 'GO:0004674', 'GO:0008013', 'GO:0106310', 'GO:0005524', 'GO:0051059', 'GO:0019901', 'GO:0061629', 'GO:0034236', 'GO:0097110', 'GO:0002020', 'GO:0016301', 'GO:0034452', 'GO:0031625', 'GO:0050321', 'GO:0002039']"
H6PD,"['GO:0009051', 'GO:2000064', 'GO:0031667', 'GO:0006006', 'GO:0097305']","['GO:0016529', 'GO:0005788', 'GO:0005783']","['GO:0047935', 'GO:0030246', 'GO:0017057', 'GO:0047934', 'GO:0004345', 'GO:0050661']"
HADHB,"['GO:0010467', 'GO:0006635', 'GO:0071222']","['GO:0005740', 'GO:0005739', 'GO:0042645', 'GO:0005741', 'GO:0097228', 'GO:0005654', 'GO:0005743', 'GO:0016507', 'GO:0005783']","['GO:0044877', 'GO:0004300', 'GO:0003988', 'GO:0003723', 'GO:0106222', 'GO:0050633', 'GO:0003985', 'GO:0003857']"
HAO1,"['GO:0006979', 'GO:0001561', 'GO:0006545', 'GO:0046296']","['GO:0005829', 'GO:0005782']","['GO:0003973', 'GO:0010181', 'GO:0047969']"
HAO2,['GO:0019395'],"['GO:0005829', 'GO:0005782']","['GO:0003973', 'GO:0010181']"
HELZ2,"['GO:0035194', 'GO:0045944']","['GO:0005654', 'GO:0005737', 'GO:0005829', 'GO:0043186', 'GO:0016020']","['GO:0003677', 'GO:0008859', 'GO:0003724', 'GO:0008270', 'GO:0003713', 'GO:0005524', 'GO:0003723', 'GO:0016887']"
HEPACAM2,"['GO:0051301', 'GO:0007098']","['GO:0005654', 'GO:0005813', 'GO:0030496', 'GO:0005794', 'GO:0005819', 'GO:0000139', 'GO:0072686']",[]
HIF1A,"['GO:0071456', 'GO:0031929', 'GO:0002248', 'GO:0051541', 'GO:0032007', 'GO:0045648', 'GO:0006357', 'GO:0007165', 'GO:0032963', 'GO:0019896', 'GO:0097152', 'GO:0016239', 'GO:0001666', 'GO:0001947', 'GO:0003208', 'GO:0001837', 'GO:0045766', 'GO:0010634', 'GO:0010039', 'GO:0001938', 'GO:0010628', 'GO:1902895', 'GO:0007595', 'GO:0006089', 'GO:0035162', 'GO:0007405', 'GO:0010575', 'GO:0001922', 'GO:0003151', 'GO:0030282', 'GO:0030502', 'GO:0030949', 'GO:0010629', 'GO:0071542', 'GO:2001054', 'GO:1903427', 'GO:0001525', 'GO:0045926', 'GO:0000302', 'GO:0014850', 'GO:0010468', 'GO:0021987', 'GO:0061072', 'GO:0002062', 'GO:0061298', 'GO:1903377', 'GO:1900017', 'GO:0043536', 'GO:0006355', 'GO:0046716', 'GO:0021502', 'GO:0071347', 'GO:0032909', 'GO:0061030', 'GO:0001755', 'GO:0010573', 'GO:0001892', 'GO:0008542', 'GO:0046886', 'GO:0045893', 'GO:0097411', 'GO:0042541', 'GO:0098586', 'GO:2000434', 'GO:0032364', 'GO:0070244', 'GO:0001678', 'GO:0032722', 'GO:0045821', 'GO:0048546', 'GO:0035774', 'GO:0045944', 'GO:0006879', 'GO:0070101', 'GO:0034599', 'GO:1902894', 'GO:0035773', 'GO:0006110', 'GO:0002052', 'GO:0051402']","['GO:0005667', 'GO:0090575', 'GO:0000785', 'GO:0005634', 'GO:0016607', 'GO:0032991', 'GO:1904115', 'GO:0016604', 'GO:0000791', 'GO:0031514', 'GO:0005829', 'GO:0005737', 'GO:0005654']","['GO:0046982', 'GO:0140537', 'GO:0019899', 'GO:0001223', 'GO:0042826', 'GO:0019901', 'GO:0016922', 'GO:0061629', 'GO:0000981', 'GO:0001228', 'GO:0019904', 'GO:0003700', 'GO:0031625', 'GO:0001222', 'GO:0051879', 'GO:0001217', 'GO:0000987', 'GO:0070888', 'GO:0000977', 'GO:0000978', 'GO:0002039', 'GO:0001216']"
HK1,"['GO:0072656', 'GO:0002720', 'GO:0045087', 'GO:0006096', 'GO:0006006', 'GO:0032731', 'GO:0006954', 'GO:0001678', 'GO:0061621', 'GO:0051156', 'GO:0006013', 'GO:0061728', 'GO:0009298', 'GO:0006002', 'GO:0046835']","['GO:0045121', 'GO:0005829', 'GO:0005739', 'GO:0005741']","['GO:0005524', 'GO:0042834', 'GO:0019158', 'GO:0005536', 'GO:0047931', 'GO:0004340', 'GO:0004396', 'GO:0008865']"
HMGA1,"['GO:0045892', 'GO:0006355', 'GO:0035556', 'GO:0090402', 'GO:0008285', 'GO:0045944', 'GO:0006284', 'GO:0006337', 'GO:0045893']","['GO:0090575', 'GO:0005829', 'GO:0005667', 'GO:0031965', 'GO:0005634', 'GO:0035985', 'GO:0005654', 'GO:0005925']","['GO:0003680', 'GO:0030527', 'GO:0140677', 'GO:0003682', 'GO:0000987', 'GO:0051575', 'GO:0003723', 'GO:0060090', 'GO:0019899', 'GO:0003677', 'GO:0042975', 'GO:0003713', 'GO:0003906', 'GO:0042974', 'GO:0000978', 'GO:0003712', 'GO:0046965', 'GO:0008301', 'GO:0001221']"
HMGB2,"['GO:0045892', 'GO:0050767', 'GO:0032392', 'GO:0072091', 'GO:0045087', 'GO:1902042', 'GO:0006303', 'GO:0060326', 'GO:0008625', 'GO:0032728', 'GO:0010629', 'GO:0006334', 'GO:0048545', 'GO:0006325', 'GO:0008584', 'GO:0045648', 'GO:0006357', 'GO:0002437', 'GO:0045654', 'GO:0007289', 'GO:0050830', 'GO:0045944', 'GO:0006338', 'GO:0006265', 'GO:0000122', 'GO:0045089', 'GO:0001938', 'GO:0050829', 'GO:0033151', 'GO:0045893', 'GO:0032496', 'GO:0071222']","['GO:0032991', 'GO:0097227', 'GO:0000785', 'GO:0005737', 'GO:0005634', 'GO:0000793', 'GO:0097228', 'GO:0005730', 'GO:0048471', 'GO:0005654']","['GO:0050786', 'GO:0000976', 'GO:0008134', 'GO:0003697', 'GO:0000987', 'GO:0019904', 'GO:0097100', 'GO:0003723', 'GO:0003677', 'GO:0140297', 'GO:0003713', 'GO:0044378', 'GO:0042056', 'GO:0003684', 'GO:0000400', 'GO:0008301', 'GO:0003690']"
HMGCL,"['GO:0006552', 'GO:0046951', 'GO:0007005', 'GO:0006629']","['GO:0032991', 'GO:0005739', 'GO:0005759', 'GO:0005829', 'GO:0005782', 'GO:0005777']","['GO:0046872', 'GO:0005198', 'GO:0000287', 'GO:0030145', 'GO:0004419']"
HMGCLL1,"['GO:0006552', 'GO:0046951']","['GO:0005789', 'GO:0005829', 'GO:0016020', 'GO:0048471', 'GO:0005783']","['GO:0046872', 'GO:0004419']"
HMGCR,"['GO:0050709', 'GO:0015936', 'GO:1900222', 'GO:0008299', 'GO:0008542', 'GO:0060291', 'GO:0006695', 'GO:0016126', 'GO:0042177', 'GO:0070372']","['GO:0005783', 'GO:0005778', 'GO:0005789']","['GO:0070402', 'GO:0120225', 'GO:0004420', 'GO:0030695']"
HMGCS1,"['GO:0010142', 'GO:0006084', 'GO:0006629', 'GO:0006695']","['GO:0005737', 'GO:0005829']","['GO:0004421', 'GO:0042803']"
HMGCS2,"['GO:0060416', 'GO:0046951', 'GO:0033762', 'GO:0006695', 'GO:0033555', 'GO:0034284', 'GO:0071230', 'GO:0007584', 'GO:0034696', 'GO:0042594', 'GO:0009410', 'GO:0010142', 'GO:0045471', 'GO:0070543', 'GO:0032869', 'GO:0071398', 'GO:0010038', 'GO:0034014', 'GO:0071385', 'GO:0001889', 'GO:0030324', 'GO:0001822', 'GO:0033574', 'GO:0006084', 'GO:0009266', 'GO:0060612', 'GO:0051591', 'GO:0007494', 'GO:0071222']","['GO:0005759', 'GO:0005739']","['GO:0004421', 'GO:0042802']"
HMOX1,"['GO:0042167', 'GO:0110076', 'GO:0014806', 'GO:0006788', 'GO:1903589', 'GO:0048662', 'GO:0048661', 'GO:1902042', 'GO:0035556', 'GO:1904019', 'GO:0034383', 'GO:0042542', 'GO:0045765', 'GO:0043123', 'GO:0001525', 'GO:0006357', 'GO:0006979', 'GO:0034605', 'GO:0032722', 'GO:0016239', 'GO:1900016', 'GO:0002686', 'GO:0016242', 'GO:0006879', 'GO:0045766', 'GO:1904037', 'GO:0030218', 'GO:0090050', 'GO:0002246', 'GO:0001935', 'GO:0034101', 'GO:0060586', 'GO:0035094', 'GO:0016236', 'GO:0072719', 'GO:0071243', 'GO:0071276']","['GO:0005829', 'GO:0005783', 'GO:0005634', 'GO:0005789', 'GO:0005741', 'GO:0016020', 'GO:0048471', 'GO:0005654']","['GO:0005198', 'GO:0042803', 'GO:0020037', 'GO:0019899', 'GO:0004392', 'GO:0042802', 'GO:0046872']"
HSD11B1,"['GO:0030324', 'GO:0006706']","['GO:0005789', 'GO:0016020']","['GO:0005496', 'GO:0050661', 'GO:0070524', 'GO:0102196', 'GO:0042803', 'GO:0047022']"
HSD17B1,"['GO:0060348', 'GO:0061370', 'GO:0010467', 'GO:0006703', 'GO:0007519', 'GO:0007040', 'GO:0071248', 'GO:0060612']",['GO:0005829'],"['GO:1903924', 'GO:0042803', 'GO:0047045', 'GO:0005496', 'GO:0072582', 'GO:0036094', 'GO:0004303', 'GO:0050661', 'GO:0070401', 'GO:0047035']"
HSD17B7,"['GO:0048568', 'GO:0007420', 'GO:0048706', 'GO:0006695', 'GO:0008209', 'GO:0006703', 'GO:0033490', 'GO:0030154']","['GO:0005739', 'GO:0005789']","['GO:0047024', 'GO:0004303', 'GO:0000253']"
HSD3B1,"['GO:0006702', 'GO:0006694', 'GO:0006703', 'GO:0008207', 'GO:0006701']","['GO:0005929', 'GO:0005758', 'GO:0015630', 'GO:0035869', 'GO:0045171', 'GO:0005737', 'GO:0005789', 'GO:0005730', 'GO:0005743', 'GO:0030868', 'GO:0005783']","['GO:0016616', 'GO:0047024', 'GO:0000253', 'GO:0004769', 'GO:0003854']"
HSD3B7,"['GO:0035754', 'GO:0006699', 'GO:0006694']","['GO:0005811', 'GO:0005789']","['GO:0016616', 'GO:0047016', 'GO:0003854']"
HSDL2,['GO:0042632'],"['GO:0005739', 'GO:0005777', 'GO:0016020']",['GO:0016491']
HSPA5,"['GO:1903897', 'GO:0035437', 'GO:0031204', 'GO:0043066', 'GO:0060904', 'GO:0021680', 'GO:0034975', 'GO:1903898', 'GO:0071353', 'GO:1903891', 'GO:0034976', 'GO:0030968', 'GO:0006983', 'GO:0031333', 'GO:0030512', 'GO:0042026', 'GO:0036503', 'GO:0036498', 'GO:1903895', 'GO:0045944', 'GO:0021589', 'GO:0030335', 'GO:0021762', 'GO:1903894', 'GO:0042149', 'GO:0031398']","['GO:0032991', 'GO:0009986', 'GO:0005829', 'GO:0070062', 'GO:0005793', 'GO:0043231', 'GO:0005737', 'GO:0005634', 'GO:0030496', 'GO:0005739', 'GO:0005789', 'GO:0042470', 'GO:0034663', 'GO:0005886', 'GO:0016020', 'GO:0005788', 'GO:0005925', 'GO:0005783']","['GO:0031072', 'GO:0031625', 'GO:0030291', 'GO:0005524', 'GO:0140662', 'GO:0051082', 'GO:0045296', 'GO:0043022', 'GO:0019904', 'GO:0005509', 'GO:0019899', 'GO:0044183', 'GO:0051787', 'GO:0016887', 'GO:0140311', 'GO:0051087']"
HUWE1,"['GO:0006513', 'GO:0035359', 'GO:0030154', 'GO:0043161', 'GO:0032922', 'GO:0043123', 'GO:1905091', 'GO:0070936', 'GO:0061025', 'GO:0006511', 'GO:0141198', 'GO:0006284', 'GO:0007030', 'GO:0031398', 'GO:0000209', 'GO:0010637']","['GO:0005576', 'GO:1904813', 'GO:0005829', 'GO:0070062', 'GO:0097225', 'GO:0005737', 'GO:0034774', 'GO:0005634', 'GO:0005739', 'GO:0000139', 'GO:0097228', 'GO:0016020', 'GO:0005654', 'GO:0097229']","['GO:0034450', 'GO:0061630', 'GO:0003723', 'GO:0003677', 'GO:0140852', 'GO:0004842']"
ICAM1,"['GO:0072683', 'GO:0050900', 'GO:0070374', 'GO:0002457', 'GO:1902042', 'GO:0071333', 'GO:0007155', 'GO:0002693', 'GO:0002291', 'GO:1990830', 'GO:1904646', 'GO:0033631', 'GO:0044406', 'GO:0007159', 'GO:0046813', 'GO:0007157', 'GO:0061756', 'GO:0001910', 'GO:0022614', 'GO:0061028', 'GO:1900027', 'GO:2000352']","['GO:0045121', 'GO:0009986', 'GO:0070062', 'GO:0001772', 'GO:0031012', 'GO:0005886', 'GO:0016020', 'GO:0005925', 'GO:0009897']","['GO:0048018', 'GO:0005178', 'GO:0038023', 'GO:0004888', 'GO:0001618']"
ICMT,"['GO:0006612', 'GO:0006481', 'GO:0036211']","['GO:0005789', 'GO:0016020', 'GO:0005783']","['GO:0003880', 'GO:0004671']"
IDI1,"['GO:0050992', 'GO:0009240', 'GO:0008299', 'GO:0006695', 'GO:0035634']","['GO:0005737', 'GO:0005829', 'GO:0005777']","['GO:0046872', 'GO:0000287', 'GO:0004452', 'GO:0030145']"
IDI2,"['GO:0050992', 'GO:0009240', 'GO:0008299', 'GO:0006695', 'GO:0046490']","['GO:0005737', 'GO:0005829', 'GO:0005777']","['GO:0046872', 'GO:0004452']"
IFNG,"['GO:0038196', 'GO:1903543', 'GO:0045892', 'GO:0034393', 'GO:0098586', 'GO:0060333', 'GO:0002250', 'GO:0097696', 'GO:0048662', 'GO:1900451', 'GO:0050729', 'GO:0009615', 'GO:0006959', 'GO:0010508', 'GO:0032760', 'GO:0032700', 'GO:0030857', 'GO:0050766', 'GO:0001819', 'GO:0002281', 'GO:0097191', 'GO:0010629', 'GO:0051607', 'GO:0050769', 'GO:0032755', 'GO:0008284', 'GO:0051044', 'GO:1903078', 'GO:0032731', 'GO:1900222', 'GO:0032735', 'GO:0032722', 'GO:0060557', 'GO:0045821', 'GO:0001774', 'GO:0048143', 'GO:0045944', 'GO:0000122', 'GO:0045348', 'GO:1904440', 'GO:0033141', 'GO:0042531', 'GO:0010634', 'GO:0038096', 'GO:0045672', 'GO:1901857', 'GO:2000309', 'GO:0032747', 'GO:1902004', 'GO:0060552', 'GO:0007259', 'GO:0050796', 'GO:0150076', 'GO:0007166', 'GO:0010628', 'GO:0006915', 'GO:0030225', 'GO:0045429']",['GO:0005576'],"['GO:0005125', 'GO:0005133']"
IGF1R,"['GO:0043243', 'GO:0038083', 'GO:0051897', 'GO:0071333', 'GO:0043066', 'GO:0008284', 'GO:0045056', 'GO:0048009', 'GO:1904646', 'GO:0007165', 'GO:0006955', 'GO:0043409', 'GO:0097242', 'GO:0043491', 'GO:0030335', 'GO:0046777', 'GO:0008286', 'GO:0120162', 'GO:0046328', 'GO:0097062', 'GO:0043410']","['GO:0005929', 'GO:0030424', 'GO:0035867', 'GO:0005899', 'GO:0043235', 'GO:0005886', 'GO:0005730', 'GO:0016020', 'GO:1902911']","['GO:0005010', 'GO:0043560', 'GO:0005524', 'GO:0005520', 'GO:0043559', 'GO:0005158', 'GO:0005009', 'GO:0140318', 'GO:0042802', 'GO:0043548', 'GO:0004713', 'GO:0031994']"
IGF2BP1,"['GO:0097150', 'GO:0140059', 'GO:0051028', 'GO:0010610', 'GO:2000767', 'GO:0017148', 'GO:0070934', 'GO:0062028', 'GO:1900152', 'GO:0007399', 'GO:0001817']","['GO:1990904', 'GO:0005829', 'GO:0000932', 'GO:0005737', 'GO:0005634', 'GO:0043197', 'GO:0030175', 'GO:0070937', 'GO:0048471', 'GO:0010494', 'GO:0005654', 'GO:0030027', 'GO:0043025', 'GO:0030426']","['GO:0003729', 'GO:0045182', 'GO:0003723', 'GO:0048027', 'GO:1990247', 'GO:0003730']"
IGHD,"['GO:0006958', 'GO:0019731', 'GO:0006955', 'GO:0032732', 'GO:0002250', 'GO:0050853']","['GO:0042571', 'GO:0072562', 'GO:0005886', 'GO:0070062']","['GO:0034987', 'GO:0003823']"
IL17RA,"['GO:0050832', 'GO:1900017', 'GO:0050729', 'GO:0009615', 'GO:0045087', 'GO:0038173', 'GO:0072538', 'GO:0032736', 'GO:0097400', 'GO:0032755', 'GO:0030163', 'GO:0006954', 'GO:0032754', 'GO:0072537', 'GO:0071621', 'GO:0032747', 'GO:0007166', 'GO:2000340']","['GO:0005576', 'GO:0005886']","['GO:0005102', 'GO:0030368']"
IL1B,"['GO:0010744', 'GO:0097192', 'GO:0070164', 'GO:0071639', 'GO:0071260', 'GO:0070487', 'GO:1902680', 'GO:0051044', 'GO:0050805', 'GO:0007165', 'GO:0048143', 'GO:0007254', 'GO:0010829', 'GO:0002711', 'GO:0045766', 'GO:0050999', 'GO:0033092', 'GO:0007267', 'GO:0010628', 'GO:0150078', 'GO:0006915', 'GO:0050767', 'GO:0071222', 'GO:0045833', 'GO:0014805', 'GO:0046827', 'GO:0070374', 'GO:0097398', 'GO:0010575', 'GO:0070498', 'GO:0030949', 'GO:0031622', 'GO:1903597', 'GO:0032757', 'GO:0045840', 'GO:0046330', 'GO:2000556', 'GO:0045917', 'GO:1903140', 'GO:0032729', 'GO:0033198', 'GO:0030335', 'GO:0042102', 'GO:0010718', 'GO:0032496', 'GO:0045429', 'GO:0009743', 'GO:0051897', 'GO:0019221', 'GO:0007566', 'GO:0032725', 'GO:1900745', 'GO:0034116', 'GO:0071466', 'GO:1905075', 'GO:0070555', 'GO:0043123', 'GO:0010573', 'GO:0006954', 'GO:0006955', 'GO:0050768', 'GO:0050796', 'GO:0060252', 'GO:0051781', 'GO:0043410', 'GO:0050996', 'GO:0045893', 'GO:0070372', 'GO:0030213', 'GO:0050729', 'GO:0050691', 'GO:0030593', 'GO:0050995', 'GO:0032755', 'GO:0008284', 'GO:0032308', 'GO:0043409', 'GO:0050830', 'GO:2001240', 'GO:0008285', 'GO:0060355', 'GO:0043122', 'GO:0045944', 'GO:0010641', 'GO:0031394', 'GO:0046627', 'GO:0032743', 'GO:1901224']","['GO:0030141', 'GO:0005764', 'GO:0005576', 'GO:0005829']","['GO:0005125', 'GO:0005178', 'GO:0019904', 'GO:0005149']"
IL6,"['GO:0032733', 'GO:0032494', 'GO:0150077', 'GO:0045727', 'GO:0048661', 'GO:0051607', 'GO:0002314', 'GO:1901731', 'GO:0061888', 'GO:2000553', 'GO:0045779', 'GO:0010628', 'GO:0050829', 'GO:1902895', 'GO:0150078', 'GO:0072540', 'GO:0071222', 'GO:0030168', 'GO:0032745', 'GO:0032966', 'GO:0097696', 'GO:0002446', 'GO:0097421', 'GO:0010575', 'GO:0002384', 'GO:0050731', 'GO:0090594', 'GO:0070050', 'GO:0010888', 'GO:2000635', 'GO:0045765', 'GO:0032757', 'GO:0042593', 'GO:0046427', 'GO:2000660', 'GO:0042102', 'GO:0090091', 'GO:0010718', 'GO:1900017', 'GO:0032682', 'GO:0033138', 'GO:0031175', 'GO:0001781', 'GO:0070102', 'GO:0002639', 'GO:0070092', 'GO:0019221', 'GO:1902512', 'GO:0061470', 'GO:0006959', 'GO:0032760', 'GO:0043066', 'GO:0014823', 'GO:0070091', 'GO:0045669', 'GO:0031018', 'GO:0006953', 'GO:0070301', 'GO:0010573', 'GO:0043065', 'GO:0006954', 'GO:0035633', 'GO:0072574', 'GO:0050768', 'GO:0010574', 'GO:0007259', 'GO:0050796', 'GO:0060252', 'GO:0043410', 'GO:0045893', 'GO:0051384', 'GO:1904996', 'GO:0098586', 'GO:1903978', 'GO:2000676', 'GO:0002548', 'GO:1904894', 'GO:0032755', 'GO:0008284', 'GO:0002690', 'GO:0032731', 'GO:0050830', 'GO:0032722', 'GO:0032740', 'GO:0045599', 'GO:0008285', 'GO:0045944', 'GO:0002675', 'GO:0050871']","['GO:0005896', 'GO:0005788', 'GO:0005576']","['GO:0008083', 'GO:0005125', 'GO:0005138', 'GO:0042802']"
